Iso_code,Year,value
262,1990,0.446
262,1991,0.438
262,1992,0.443
262,1993,0.45
262,1994,0.443
262,1995,0.45
262,1996,0.439
262,1997,0.441
262,1998,0.437
262,1999,0.44
262,2000,0.438
262,2001,0.437
262,2002,0.44
262,2003,0.45
262,2004,0.454
262,2005,0.456
262,2006,0.474
262,2007,0.478
262,2008,0.481
262,2009,0.483
262,2010,0.486
262,2011,0.49
262,2012,0.494
262,2013,0.505
262,2014,0.514
262,2015,0.525
262,2016,0.534
262,2017,0.536
262,2018,0.541
212,1990,0.63
212,1991,0.631
212,1992,0.634
212,1993,0.637
212,1994,0.635
212,1995,0.638
212,1996,0.64
212,1997,0.646
212,1998,0.654
212,1999,0.65
212,2000,0.647
212,2001,0.654
212,2002,0.648
212,2003,0.658
212,2004,0.66
212,2005,0.662
212,2006,0.675
212,2007,0.683
212,2008,0.694
212,2009,0.694
212,2010,0.697
212,2011,0.696
212,2012,0.692
212,2013,0.692
212,2014,0.698
212,2015,0.693
212,2016,0.698
212,2017,0.683
212,2018,0.684
214,1990,0.599
214,1991,0.597
214,1992,0.612
214,1993,0.617
214,1994,0.619
214,1995,0.625
214,1996,0.632
214,1997,0.643
214,1998,0.65
214,1999,0.656
214,2000,0.661
214,2001,0.662
214,2002,0.667
214,2003,0.659
214,2004,0.658
214,2005,0.674
214,2006,0.686
214,2007,0.695
214,2008,0.7
214,2009,0.699
214,2010,0.709
214,2011,0.712
214,2012,0.714
214,2013,0.718
214,2014,0.727
214,2015,0.737
214,2016,0.744
214,2017,0.749
214,2018,0.758
218,1990,0.639
218,1991,0.644
218,1992,0.646
218,1993,0.647
218,1994,0.651
218,1995,0.651
218,1996,0.65
218,1997,0.654
218,1998,0.655
218,1999,0.641
218,2000,0.64
218,2001,0.645
218,2002,0.65
218,2003,0.651
218,2004,0.66
218,2005,0.666
218,2006,0.67
218,2007,0.671
218,2008,0.68
218,2009,0.679
218,2010,0.683
218,2011,0.691
218,2012,0.698
218,2013,0.703
218,2014,0.706
218,2015,0.703
218,2016,0.699
218,2017,0.699
218,2018,0.698
818,1990,0.612
818,1991,0.615
818,1992,0.618
818,1993,0.62
818,1994,0.622
818,1995,0.626
818,1996,0.631
818,1997,0.636
818,1998,0.642
818,1999,0.647
818,2000,0.653
818,2001,0.656
818,2002,0.657
818,2003,0.658
818,2004,0.662
818,2005,0.664
818,2006,0.673
818,2007,0.681
