Iso_code,Year,midyear_population,midyear_population_male,midyear_population_female
480,2047,1448578,704164,744414
152,2033,19396848,9513708,9883140
72,2016,2209208,1124750,1084458
833,2034,94339,47363,46976
70,2016,3861912,1882033,1979879
232,2041,8030193,3955951,4074242
246,2014,5454355,2681848,2772507
90,2037,888121,452653,435468
440,1999,3493176,1634485,1858691
174,1989,420594,206814,213780
116,2019,16690861,8120612,8570249
191,1995,4480936,2155273,2325663
52,2039,293979,140705,153274
716,1992,10720252,5298515,5421737
780,2039,1091621,548914,542707
598,1996,4331067,2274766,2056301
780,2030,1151535,582097,569438
498,1998,4266196,2042048,2224148
4,2049,62892446,31596222,31296224
242,1993,759328,385354,373974
586,2014,196174380,100749556,95424824
0,1985,1682293,857484,824809
288,2017,27499924,13560719,13939205
340,2026,10274632,5181178,5093454
104,1980,33336420,16587668,16748752
191,2033,3954580,1912856,2041724
630,2016,3578056,1708531,1869525
124,2029,38376510,18978330,19398180
222,2007,5981752,2892761,3088991
32,2045,53144068,26343245,26800823
408,2028,26531129,12912336,13618793
250,2049,69588123,34022990,35565133
764,2031,69727668,33947407,35780261
562,2047,41874413,20896268,20978145
586,2029,240001772,122661498,117340274
694,1996,3810500,1849354,1961146
646,1982,5483277,2692719,2790558
504,2031,38150389,18637605,19512784
703,1994,5345264,2603916,2741348
585,2002,19821,10770,9051
90,1977,207278,107490,99788
332,2030,12403943,6100898,6303045
384,1995,14845795,7562738,7283057
270,1985,772519,384364,388155
104,1996,44726706,22230717,22495989
84,2038,485460,245700,239760
534,2005,33674,16493,17181
116,1986,8101420,3817717,4283703
178,1979,1628786,788643,840143
196,1993,809760,407273,402487
764,1990,56096722,27803251,28293471
404,2043,66234993,32989088,33245905
296,1990,71294,35432,35862
438,2023,39976,19918,20058
531,2013,146836,70226,76610
450,1992,12356680,6160711,6195969
784,2021,6628057,4520603,2107454
144,2008,20697509,10150893,10546616
674,2017,33537,16234,17303
352,2031,380872,190043,190829
887,2049,45623514,22847652,22775862
578,2050,6364008,3193184,3170824
180,2007,64355014,32004732,32350282
414,2012,2646314,1555502,1090812
562,1996,9414292,4695585,4718707
728,2048,26072970,13153579,12919391
132,2038,695524,337987,357537
308,2048,114549,57494,57055
340,1997,5875031,2943959,2931072
690,2026,99323,51730,47593
376,2043,11585899,5818412,5767487
642,1994,22733020,11156981,11576039
634,2009,1568525,1178690,389835
196,2027,1350197,689475,660722
408,2007,23907668,11573448,12334220
585,2040,22987,11303,11684
76,2043,232035257,113171226,118864031
800,2036,68489647,34065321,34424326
478,2041,5791119,2788516,3002603
578,2019,5421399,2737508,2683891
12,2021,43596498,22087170,21509328
356,2028,1435542802,743695382,691847420
663,1984,12790,6460,6330
804,2030,41698756,19378567,22320189
862,2009,28067042,13946797,14120245
24,1978,6618702,3302276,3316426
784,2040,7948183,5286475,2661708
818,2016,94666993,48369531,46297462
688,2025,6845638,3335131,3510507
434,2020,6942544,3585868,3356676
320,2021,16528032,8144829,8383203
340,2014,8598561,4327215,4271346
204,2012,9598787,4812214,4786573
540,1995,191780,97075,94705
776,2034,99477,49824,49653
694,2033,9153359,4476196,4677163
688,1988,7768886,3817559,3951327
788,2008,10315836,5157856,5157980
308,2000,101609,50792,50817
454,1980,6257965,3092702,3165263
208,2028,5721448,2798042,2923406
398,2015,18157122,8682143,9474979
276,2046,72929721,35069615,37860106
96,2000,325297,168119,157178
426,2016,1953070,964965,988105
292,2021,29632,14845,14787
876,2029,16081,8203,7878
831,2050,66521,32450,34071
740,2013,566846,285441,281405
732,2010,491519,243739,247780
188,1996,3536004,1783527,1752477
706,2035,16882254,8432603,8449651
894,1984,6339559,3183047,3156512
132,2043,717509,348169,369340
831,2008,64096,31593,32503
686,2014,13635927,6594750,7041177
798,1981,7560,3553,4007
854,2023,23977973,11944911,12033062
174,2005,623059,303107,319952
48,1999,639964,365566,274398
320,2043,21665448,10642822,11022626
292,2018,29461,14787,14674
410,2005,47988429,24073236,23915193
56,2014,11236729,5524520,5712209
728,2011,10140118,5150619,4989499
136,2050,91118,43885,47233
807,1998,1995474,998882,996592
376,2019,8550149,4297891,4252258
524,1982,15298113,7760517,7537596
364,2030,93458398,47233098,46225300
398,2022,19402483,9215643,10186840
833,2043,94120,47185,46935
31,2031,10823654,5363886,5459768
792,2043,89567838,44496729,45071109
768,2042,14193998,7039013,7154985
418,2005,5836357,2893631,2942726
246,2045,5529151,2720823,2808328
90,1986,282121,144447,137674
191,2017,4292095,2069859,2222236
580,2018,55625,26792,28833
364,2033,94902742,47911625,46991117
663,2025,33048,15806,17242
643,1992,148444313,69540661,78903652
558,2002,5035653,2486820,2548833
266,1973,560658,274431,286227
688,2040,6287462,3057587,3229875
862,2042,38616605,19257312,19359293
703,2021,5436600,2638208,2798392
196,1990,745055,373205,371850
178,2027,6229350,3121049,3108301
480,2042,1455675,708474,747201
716,2046,23829993,12179037,11650956
516,1996,1702444,852457,849987
232,2026,6487978,3194529,3293449
583,2007,107848,53976,53872
360,2003,223347627,111500339,111847288
196,2018,1237088,632006,605082
796,2047,81988,40556,41432
430,2045,7624728,3787788,3836940
410,1991,43339909,21808435,21531474
508,2026,33114109,16302604,16811505
242,2009,868498,441314,427184
724,1997,39907236,19543924,20363312
624,1980,788898,381198,407700
132,1986,321341,151162,170179
792,1983,48651590,24631373,24020217
585,2047,22987,11156,11831
16,2028,52862,26013,26849
659,2019,53463,26756,26707
388,2033,3298046,1639768,1658278
384,2040,33609146,16893784,16715362
90,2012,584578,298506,286072
242,2019,931295,472527,458768
324,1987,5528408,2726462,2801946
748,2014,1419623,709016,710607
276,2016,80722792,39647751,41075041
70,2036,3595742,1746156,1849586
528,2033,17890675,8796744,9093931
384,1997,15686232,7982706,7703526
780,2015,1222363,619460,602903
120,2015,23739218,11904553,11834665
418,2027,8175710,4054664,4121046
642,2003,22304678,10884290,11420388
646,2009,10746311,5348749,5397562
512,2022,3774963,2033075,1741888
624,2033,2332308,1147452,1184856
500,2028,5631,2811,2820
116,2009,14206230,6853738,7352492
348,1999,10171610,4855456,5316154
478,1992,2042816,987237,1055579
484,2036,145011680,70674727,74336953
324,2030,17225813,8628287,8597526
324,1994,7209485,3579421,3630064
446,2035,643235,299335,343900
348,2019,9799351,4672658,5126693
670,2019,101612,51694,49918
608,2028,122401655,61361239,61040416
584,2002,55163,28177,26986
833,2013,86159,42980,43179
704,2016,95261021,47696839,47564182
598,2027,8040961,4075144,3965817
332,1984,5949797,2920501,3029296
887,2032,36775629,18518808,18256821
678,2035,259995,129763,130232
624,2008,1503182,730919,772263
214,2026,11815184,5965214,5849970
894,2034,25832525,12899510,12933015
44,2014,321834,157587,164247
428,1997,2428216,1117795,1310421
833,2044,93994,47116,46878
324,1989,5809689,2868282,2941407
232,2023,6268112,3085828,3182284
170,2009,43677372,21578481,22098891
52,2033,297131,142779,154352
484,2000,99775434,49128760,50646674
90,2016,635027,324281,310746
854,2035,33270045,16571553,16698492
480,2040,1456339,709260,747079
8,1990,3244925,1668734,1576191
659,1986,42729,20788,21941
417,2038,6733233,3285574,3447659
100,2049,5579150,2724856,2854294
686,2028,18718192,9067882,9650310
212,1998,70041,35181,34860
124,2009,33487208,16615850,16871358
384,2050,37111782,18602995,18508787
524,2038,33351839,16483075,16868764
132,2050,741842,359052,382790
798,2017,11052,5460,5592
729,2046,56866830,28241242,28625588
84,2011,321115,162617,158498
344,2047,6756261,3017417,3738844
226,2006,583355,288642,294713
598,2015,6672429,3410159,3262270
208,2016,5593785,2754674,2839111
234,2037,55824,28577,27247
408,2034,26915069,13092222,13822847
328,2028,800165,402046,398119
634,1987,386764,258750,128014
512,1997,2259725,1298198,961527
70,2005,3893097,1897236,1995861
540,2049,368812,181975,186837
533,2015,112162,53143,59019
266,2040,2716581,1369393,1347188
788,2038,12267502,5959907,6307595
50,1999,126541747,63962563,62579184
233,1998,1400972,646263,754709
100,2011,7350504,3596699,3753805
800,1977,11272138,5597915,5674223
674,2049,35354,16975,18379
170,1994,35887620,17733685,18153935
148,1990,5841411,2798855,3042556
90,2009,546494,279022,267472
600,2002,5626892,2824861,2802031
300,2003,10625945,5222639,5403306
792,2014,78401967,39467194,38934773
124,1996,30026324,14878760,15147564
533,2048,149140,70146,78994
360,2002,220276027,109942538,110333489
682,2024,31472263,16971681,14500582
410,1994,44718897,22494766,22224131
288,1972,9352145,4709874,4642271
144,2003,19708717,9698512,10010205
458,1988,17055114,8637576,8417538
860,1995,23067326,11423535,11643791
818,2049,166881786,85042091,81839695
132,2040,704775,342304,362471
188,2004,4146696,2087160,2059536
418,2017,7126706,3536616,3590090
800,1976,11012722,5476780,5535942
583,2048,76695,36467,40228
860,2000,25041821,12433984,12607837
440,2045,1948044,915076,1032968
16,2044,49561,23951,25610
4,2031,46570361,23521299,23049062
882,2046,239528,119697,119831
48,1986,439410,253875,185535
792,1989,55469243,28028869,27440374
508,1993,13880649,6662140,7218509
398,2031,20481528,9655279,10826249
826,2010,62348447,30924685,31423762
360,2036,293052874,146687528,146365346
356,1998,972112809,503036418,469076391
124,2021,36633631,18157700,18475931
831,2012,65345,32350,32995
466,2014,16455903,8017565,8438338
364,2031,93961542,47471221,46490321
654,1998,7118,3615,3503
492,2050,29810,14398,15412
458,2033,37731235,18988520,18742715
762,1992,5500029,2736889,2763140
212,1988,71338,35460,35878
192,2047,10017942,4915312,5102630
36,1999,18830251,9391094,9439157
356,2036,1530465755,790256542,740209213
124,2041,40190410,19797859,20392551
466,2025,22533811,10955686,11578125
140,2032,7609677,3791014,3818663
426,2014,1942008,958617,983391
340,1995,5550793,2779288,2771505
642,1992,22797027,11203286,11593741
887,2017,28036829,14182995,13853834
516,2019,2581689,1263867,1317822
152,2018,17925262,8811456,9113806
242,2015,909389,461765,447624
31,1991,7601153,3690246,3910907
608,2050,155380252,77572682,77807570
520,2011,9322,4462,4860
566,2024,225250252,114748611,110501641
682,2018,28985905,15716131,13269774
324,1978,4268975,2055777,2213198
826,2017,64769452,32235652,32533800
566,1983,81173873,41714218,39459655
275,2004,2126559,1081371,1045188
796,1997,16542,8384,8158
583,2032,93069,45050,48019
826,2016,64430428,32056265,32374163
320,2041,21256879,10445068,10811811
512,2002,2541078,1433251,1107827
84,2017,360346,182460,177886
28,2002,77935,37247,40688
688,2037,6408383,3117387,3290996
554,2007,4132341,2055344,2076997
28,2043,119293,55525,63768
108,2037,21237774,10593407,10644367
4,2011,29757566,15105169,14652397
40,2026,9008251,4409630,4598621
688,2023,6912705,3368418,3544287
484,1994,91026615,44970346,46056269
250,2020,67848156,33226264,34621892
76,2023,215748760,106098713,109650047
212,2013,73286,36981,36305
234,2021,51943,26927,25016
316,2042,196882,98468,98414
262,2022,959836,435498,524338
500,2004,4963,2516,2447
554,2044,5153424,2541929,2611495
136,1991,27514,13439,14075
498,2028,3061724,1506514,1555210
584,2008,63174,32210,30964
776,1990,96239,48246,47993
430,2014,4092310,2040170,2052140
124,1992,28544892,14149082,14395810
64,2047,941953,480182,461771
304,2003,57541,30658,26883
831,2035,67982,33499,34483
688,2029,6707567,3266426,3441141
740,2042,704784,352506,352278
233,2039,1038548,498827,539721
826,2037,69714522,34715373,34999149
798,1995,9746,4720,5026
516,2026,2930635,1439918,1490717
258,2018,290373,148608,141765
716,2013,13182908,6505833,6677075
250,1990,58255473,28373990,29881483
108,2011,9422208,4681799,4740409
585,2005,20324,10945,9379
776,2011,105916,53134,52782
818,2032,130420565,66591594,63828971
212,2022,74377,37572,36805
308,2027,115154,58398,56756
404,1998,29188217,14535828,14652389
442,2043,819384,412084,407300
762,2035,10667121,5290037,5377084
100,2025,6728056,3275800,3452256
60,2019,71472,34562,36910
136,2025,67661,32859,34802
64,1979,430518,226699,203819
833,2023,91876,46141,45735
524,2015,28678486,13925801,14752685
690,1993,73318,36286,37032
20,1991,56475,29780,26695
0,2012,1836529,945861,890668
616,2049,32981966,15892133,17089833
24,2019,21885078,11070768,10814310
242,2028,965956,488772,477184
598,1990,3682825,1961483,1721342
108,1992,5820913,2862484,2958429
534,1994,32093,15792,16301
446,2046,631201,288370,342831
296,2028,121245,58392,62853
642,2005,22197164,10822867,11374297
320,2001,11284350,5599579,5684771
831,2023,67491,33511,33980
364,2025,90481226,45795284,44685942
540,2033,332342,164803,167539
740,2023,626147,315062,311085
48,1993,552642,316820,235822
768,2037,12786166,6341214,6444952
624,2040,2567727,1264616,1303111
266,2009,1514993,752674,762319
591,1986,2212156,1122948,1089208
92,2028,43652,20591,23061
344,2030,7275927,3328558,3947369
862,1999,23821700,11839553,11982147
566,1997,115242321,58862913,56379408
36,2040,27701843,13864855,13836988
776,2005,103296,51806,51490
262,2042,1298244,589945,708299
834,2013,48261942,24030438,24231504
404,1988,21918734,10910187,11008547
50,2041,188059329,91143565,96915764
586,2023,222523566,114027404,108496162
850,2045,74077,32157,41920
275,1997,1814219,922209,892010
832,2005,88491,43278,45213
270,2032,2625468,1294635,1330833
428,1992,2613118,1211702,1401416
417,1993,4582706,2254243,2328463
270,2005,1547905,766946,780959
120,2012,21950850,11009291,10941559
222,2009,6030596,2913077,3117519
72,2036,2622075,1390819,1231256
184,2037,6174,3113,3061
324,1960,3026091,1445598,1580493
152,1993,13722358,6741065,6981293
174,2044,1118563,537033,581530
231,2016,102374044,50863036,51511008
442,2010,509257,253428,255829
104,1990,40463612,20099153,20364459
780,1982,1127317,563488,563829
442,2013,545474,272985,272489
380,2008,60091306,29029823,31061483
585,2045,23017,11203,11814
68,2014,10631486,5261003,5370483
500,1997,5950,3003,2947
756,2016,8179294,4034099,4145195
887,2020,29884405,15102987,14781418
275,2030,3397176,1724831,1672345
214,2013,10219630,5175912,5043718
392,1993,124738157,61191440,63546717
410,2028,52774313,26438454,26335859
112,2040,8767531,4081724,4685807
270,2043,2996407,1476338,1520069
408,2026,26345148,12819446,13525702
792,1998,64101036,32385963,31715073
28,2027,105999,49793,56206
705,2018,1965706,956817,1008889
642,2021,21221688,10318460,10903228
188,2006,4269766,2147944,2121822
694,1991,4334898,2115076,2219822
426,1995,1847573,902924,944649
484,1997,95658972,47215782,48443190
96,2047,624202,292896,331306
608,2049,154083502,76944992,77138510
92,2014,32680,15686,16994
584,1988,43446,22231,21215
96,2033,549881,263066,286815
52,1982,253475,120401,133074
320,2046,22255038,10927705,11327333
562,1977,5682086,2951946,2730140
372,2022,5277871,2634892,2642979
795,2034,6175440,3045305,3130135
554,2043,5142743,2537381,2605362
807,2004,2040085,1019446,1020639
788,2040,12284444,5952308,6332136
20,2047,76998,38054,38944
178,2045,9258359,4622715,4635644
116,1965,6601609,3306524,3295085
417,2014,5604212,2747686,2856526
28,1998,72781,34874,37907
840,1990,249622814,121713764,127909050
832,2034,107044,52922,54122
760,2038,28401164,14254854,14146310
710,2021,57008264,28169005,28839259
70,2022,3818601,1860980,1957621
792,2008,73049044,36832421,36216623
192,1985,10084188,5086975,4997213
188,2025,5353218,2677294,2675924
430,2022,4947046,2463234,2483812
408,2005,23620923,11433185,12187738
174,2032,986877,475361,511516
642,2033,20081094,9743755,10337339
643,1994,148621859,69612170,79009689
591,2049,4844628,2408920,2435708
144,2049,25172152,12244217,12927935
214,2045,13424005,6732048,6691957
426,2026,1968013,976694,991319
703,2002,5403359,2625227,2778132
116,2023,17608270,8587560,9020710
466,2002,11446961,5613454,5833507
292,2005,28464,14368,14096
458,2029,36239386,18271654,17967732
308,2008,106555,53694,52861
156,2023,1403739699,719337812,684401887
834,1982,19734083,9706333,10027750
196,2049,1396911,708936,687975
178,2003,3208947,1590340,1618607
450,2032,34701149,17337270,17363879
533,2046,147508,69380,78128
440,2033,2315751,1077060,1238691
795,2004,4608471,2285457,2323014
784,2035,7772595,5205457,2567138
184,2036,6262,3162,3100
398,2048,22110737,10313828,11796909
76,1980,121063697,60272547,60791150
492,2028,32169,15502,16667
756,2034,9049287,4457698,4591589
562,2002,11490858,5753751,5737107
212,1995,71421,35694,35727
418,2026,8074107,4004732,4069375
643,2018,142122776,65748243,76374533
90,2035,865812,441436,424376
51,2019,3030288,1473005,1557283
826,2028,68001819,33886526,34115293
275,2031,3444140,1748234,1695906
212,2036,72003,36233,35770
174,2010,706122,342792,363330
586,2036,259198555,131973563,127224992
499,2029,630353,313201,317152
688,2032,6599358,3212463,3386895
20,1997,64053,33589,30464
442,2040,799134,402287,396847
666,2019,5409,2627,2782
534,2048,52820,25986,26834
8,2011,2994667,1482181,1512486
234,2038,55948,28620,27328
262,1950,79248,39697,39551
531,2031,154670,74706,79964
196,2028,1359193,693958,665235
642,2029,20488470,9949103,10539367
660,2040,24368,11142,13226
64,2028,841286,435074,406212
52,1996,268810,129709,139101
356,2001,1023295084,529980071,493315013
604,2007,28049728,13921853,14127875
100,1996,8204086,4026530,4177556
288,2037,41440035,20368857,21071178
196,1985,679224,338061,341163
203,2029,10644847,5251591,5393256
203,2003,10238458,4983543,5254915
56,2000,10263618,5021635,5241983
156,2000,1268301605,653473775,614827830
410,2018,51418097,25758560,25659537
258,2006,256802,131662,125140
858,1989,3071177,1495107,1576070
376,2036,10716321,5387097,5329224
196,2000,919680,466575,453105
562,1983,6544130,3295884,3248246
368,2020,42212862,21326549,20886313
180,1979,28202122,13781410,14420712
516,2041,3712696,1831627,1881069
376,2014,7921139,3978061,3943078
250,2033,69909837,34210448,35699389
414,2003,2139818,1265594,874224
887,2025,32822216,16562155,16260061
776,2019,106270,53313,52957
466,2013,15968882,7782721,8186161
430,2021,4836539,2408522,2428017
584,2009,64522,32887,31635
340,1978,3168347,1575695,1592652
320,2035,19959529,9816002,10143527
591,2045,4772565,2377106,2395459
414,2016,2832776,1655284,1177492
380,2010,60748965,29334265,31414700
136,2020,61944,30148,31796
533,2049,149940,70524,79416
262,1993,534434,258781,275653
663,2045,34425,16292,18133
426,2043,1902668,952532,950136
512,2027,4113896,2202304,1911592
234,1995,43537,22502,21035
360,2044,299088377,149567207,149521170
132,2007,485994,234911,251083
706,2050,22626120,11204615,11421505
858,2021,3396644,1644283,1752361
616,2034,36246411,17467155,18779256
231,2036,171878064,85232606,86645458
732,2035,908840,451145,457695
670,2001,107605,54206,53399
826,2034,69222517,34480058,34742459
887,2004,19411357,9858811,9552546
96,2018,450565,221637,228928
96,1981,192831,102942,89889
328,1994,767501,385113,382388
784,2005,4086602,2801131,1285471
64,1966,264478,136874,127604
520,2008,9162,4428,4734
316,2024,175152,88362,86790
188,2002,4020945,2024865,1996080
418,2029,8374999,4152397,4222602
418,2021,7553148,3747823,3805325
426,2031,1946786,968794,977992
368,1999,22379177,11313775,11065402
508,2047,55081368,27387503,27693865
438,2013,37009,18346,18663
804,2021,43770556,20290313,23480243
242,2004,829822,421718,408104
50,2027,173134202,84698558,88435644
214,2034,12617380,6354348,6263032
694,2049,13298900,6528027,6770873
768,2046,15371642,7622033,7749609
583,2030,94855,46028,48827
850,2035,85346,37849,47497
4,2024,40211878,20345443,19866435
620,2015,10825309,5284349,5540960
800,1970,9715336,4908633,4806703
32,2013,42635450,21061712,21573738
792,2037,88757581,44254907,44502674
682,2050,40250628,21358354,18892274
156,2007,1316489520,678220071,638269449
434,1995,4583908,2383735,2200173
796,2026,62335,31297,31038
288,2010,23571204,11642350,11928854
308,2021,113493,57566,55927
56,2003,10368851,5077425,5291426
748,2001,1169520,576981,592539
268,2041,4819539,2315726,2503813
20,2005,76122,39626,36496
120,2017,24994885,12532320,12462565
666,2039,4152,1937,2215
666,2018,5471,2662,2809
68,2034,13875040,6865253,7009787
191,2047,3614694,1747784,1866910
56,2021,11790963,5812899,5978064
218,2033,19219166,9499502,9719664
422,1973,2578960,1298462,1280498
196,2024,1318640,673603,645037
480,1997,1148350,567481,580869
548,2024,318517,158136,160381
208,1996,5262075,2598008,2664067
430,2046,7739561,3844369,3895192
578,1996,4381277,2166245,2215032
454,2000,11129225,5490596,5638629
716,1994,11086482,5474671,5611811
882,1992,164799,87055,77744
4,2010,29120727,14786133,14334594
531,2027,154066,74239,79827
234,2016,50456,26242,24214
604,1991,22025564,11089923,10935641
428,2043,1388458,657549,730909
31,2036,11006509,5449671,5556838
156,2022,1401110151,718450109,682660042
798,1984,7981,3779,4202
585,2023,21937,11243,10694
780,2041,1079084,541834,537250
533,2038,140419,66107,74312
226,2011,668225,331967,336258
646,2022,15014590,7492089,7522501
480,2015,1339827,658887,680940
446,1999,427773,205517,222256
670,2042,96249,48420,47829
300,2049,10074220,4833426,5240794
800,1975,10760703,5359984,5400719
562,2027,26095572,13080353,13015219
466,2026,23138983,11248540,11890443
585,2019,21600,11177,10423
410,2014,50345320,25193400,25151920
729,2023,41282481,20693379,20589102
533,2007,100018,47542,52476
112,2021,9450568,4395928,5054640
108,2016,11099298,5524412,5574886
212,2047,66683,33351,33332
178,2006,3628152,1810845,1817307
60,2012,69080,33412,35668
498,2020,3364496,1644862,1719634
498,2029,3023118,1488428,1534690
288,2038,42238410,20758958,21479452
226,2007,599763,297023,302740
804,2032,41226530,19170274,22056256
686,2013,13300410,6432375,6868035
64,1974,359331,188533,170798
191,2025,4125465,1991996,2133469
795,2024,5749403,2844477,2904926
418,2009,6256865,3103736,3153129
458,2047,42165713,21089392,21076321
616,2048,33222829,16005711,17217118
566,1996,112481808,57466050,55015758
250,2027,69190718,33888793,35301925
840,2019,331883986,163709736,168174250
659,1989,41916,20515,21401
332,1990,6724700,3298408,3426292
192,2030,10804640,5342795,5461845
218,1998,12050626,5974956,6075670
48,2043,1787976,1044337,743639
36,2049,28892628,14461797,14430831
68,1992,6893451,3412764,3480687
598,2004,5313886,2751174,2562712
748,2045,1797587,930236,867351
860,2024,31588190,15700592,15887598
795,2030,6026579,2976175,3050404
324,2017,12413867,6213293,6200574
694,2010,5245695,2544259,2701436
246,2030,5645093,2779326,2865767
24,2023,24360110,12324864,12035246
858,2045,3503209,1703587,1799622
4,2027,42935003,21707372,21227631
112,1990,10200432,4776291,5424141
583,1995,105982,54117,51865
360,2040,296746820,148477608,148269212
450,2015,23812681,11902091,11910590
686,2019,15377009,7439731,7937278
598,1982,2990998,1629041,1361957
583,2046,78882,37587,41295
376,2022,8926534,4488643,4437891
484,2044,149278473,72543391,76735082
446,2003,444177,212472,231705
364,2045,99180916,49783536,49397380
144,2035,24583905,11960959,12622946
764,2042,68280273,33050132,35230141
642,2028,20587055,9998796,10588259
144,2045,25132444,12222424,12910020
788,2002,9710221,4872526,4837695
104,2040,67927170,33572036,34355134
170,2035,54344063,26839208,27504855
32,2023,46609560,23077603,23531957
440,2041,2068044,967364,1100680
60,2011,68679,33217,35462
4,2044,58343854,29357814,28986040
710,2012,51913821,25707210,26206611
232,2002,4147327,2037336,2109991
152,2041,19689454,9638402,10051052
372,2017,5011102,2503293,2507809
558,1973,2247502,1120413,1127089
368,2006,27836375,14045592,13790783
826,2009,61996848,30727642,31269206
887,2047,44682648,22393822,22288826
372,1997,3681226,1827760,1853466
320,2008,13002206,6416092,6586114
882,1987,161096,84859,76237
332,1995,7464270,3667207,3797063
686,2009,12008068,5808566,6199502
666,1988,6282,3125,3157
300,1995,10457554,5162193,5295361
410,2043,50437382,25080873,25356509
496,2044,3621568,1730353,1891215
585,2050,22894,11080,11814
158,2030,23507847,11426107,12081740
434,2033,7996053,4099074,3896979
148,2038,17133472,8359542,8773930
0,2035,2122620,1089115,1033505
480,2007,1263899,622885,641014
694,2025,7500140,3656927,3843213
36,2007,20749625,10390325,10359300
686,2000,9469281,4592984,4876297
438,1991,29288,14549,14739
204,1991,4855063,2379090,2475973
250,2015,66553766,32567716,33986050
534,2037,50996,25075,25921
233,2041,1018323,490294,528029
430,2027,5512749,2743334,2769415
740,2000,464036,232818,231218
384,2033,30926085,15569457,15356628
12,2034,49740180,25154743,24585437
364,2036,96183220,48498433,47684787
180,2046,138015248,68693422,69321826
270,1984,741062,368764,372298
8,2020,3074579,1518421,1556158
32,1997,36102182,17820925,18281257
434,1994,4517088,2357564,2159524
320,2013,14373472,7089531,7283941
158,2029,23551384,11462313,12089071
156,2047,1322939772,664791373,658148399
788,2018,11321115,5616503,5704612
120,2041,43684179,21822979,21861200
548,2000,191378,97703,93675
156,2013,1355286257,697537259,657748998
364,2049,99934828,50042141,49892687
702,2035,7660108,3715046,3945062
28,2038,115960,54116,61844
516,2003,1991740,992864,998876
214,1984,6241548,3170535,3071013
478,2049,6455616,3107623,3347993
642,2011,21904551,10666540,11238011
608,2001,78179792,39216779,38963013
48,1988,471975,271926,200049
480,1999,1173129,579127,594002
584,2046,101071,50796,50275
660,1986,7246,3562,3684
231,1993,52525039,26345910,26179129
478,1980,1544909,757095,787814
554,2032,4960336,2456923,2503413
414,2018,2916467,1698758,1217709
204,2045,20424482,10310298,10114184
132,2000,430132,207124,223008
233,2011,1297236,601475,695761
729,2039,52541109,26149621,26391488
44,2000,282591,137815,144776
300,2007,10706290,5250258,5456032
124,2007,32935961,16340230,16595731
484,2025,134828700,65970820,68857880
894,1985,6535429,3280188,3255241
76,2010,195834188,96787500,99046688
454,2037,36259221,17957779,18301442
266,2043,2863656,1445435,1418221
246,2016,5498211,2705776,2792435
92,2040,52520,24513,28007
752,2029,10853314,5412515,5440799
586,2037,261758673,133202369,128556304
191,2034,3931788,1901955,2029833
674,2002,28191,13663,14528
226,1993,403044,196265,206779
404,2013,44037656,21965375,22072281
740,2009,538125,270792,267333
226,1988,351649,169951,181698
748,2047,1812623,939670,872953
752,1996,8892234,4393743,4498491
499,2043,601032,296366,304666
320,2050,22995434,11284193,11711241
646,2026,16447315,8207594,8239721
724,2013,47370542,23381479,23989063
624,1979,771376,372958,398418
72,1983,1007017,475431,531586
740,1999,455740,228658,227082
232,1982,2711307,1349702,1361605
752,2022,10361508,5177887,5183621
340,1974,2765159,1374266,1390893
20,2024,85249,43583,41666
659,2016,52329,26175,26154
652,2037,6870,3586,3284
591,1995,2638173,1336568,1301605
840,1994,263125821,128597479,134528342
732,2002,367389,182033,185356
710,2044,66850024,33170239,33679785
158,1992,20687201,10678503,10008698
356,1991,853724391,440668382,413056009
598,2050,10110027,5079200,5030827
678,2041,279889,139601,140288
586,1998,144885289,74506813,70378476
184,2049,5486,2717,2769
642,2000,22447353,10972732,11474621
380,2050,61415852,29399769,32016083
882,2050,245010,122171,122839
300,2045,10217133,4913601,5303532
710,1998,43787349,21418216,22369133
178,1984,1873114,911344,961770
222,2029,6332384,3028748,3303636
768,2022,9052671,4489722,4562949
688,1986,7739838,3803030,3936808
792,2007,72204657,36417099,35787558
454,2003,12107029,5975189,6131840
478,2044,6043689,2909869,3133820
226,2020,836178,417585,418593
316,2004,158024,80603,77421
548,2014,266937,133654,133283
242,2033,980573,495109,485464
44,1985,228198,110912,117286
584,2016,73376,37314,36062
417,2044,6928411,3379112,3549299
583,2015,105216,52074,53142
276,2036,76280050,36996198,39283852
674,2034,36258,17453,18805
418,1995,4846116,2402724,2443392
764,2015,67976405,33394078,34582327
616,2002,38625974,18758824,19867150
8,2042,2962049,1447092,1514957
862,2034,36858431,18382498,18475933
288,1990,15548811,7767178,7781633
798,2021,11440,5667,5773
756,2021,8458426,4175379,4283047
732,2019,635896,315615,320281
316,2011,159600,81053,78547
72,2011,2065398,1038819,1026579
4,2004,25697635,13073207,12624428
776,2046,85598,42615,42983
500,2006,4625,2332,2293
380,2026,62608648,30154231,32454417
174,1985,382820,188996,193824
428,2015,1986705,913603,1073102
56,1997,10199787,4989631,5210156
270,1993,1076885,535625,541260
304,2033,55496,28212,27284
558,1987,3322384,1643559,1678825
682,2044,38480995,20481652,17999343
454,1994,9915102,4887216,5027886
132,2039,700228,340188,360040
376,2031,10071321,5065013,5006308
562,2008,14238664,7142006,7096658
308,2007,105887,53303,52584
854,2045,42447641,21116360,21331281
70,2008,3888949,1894724,1994225
400,2044,10740535,5325517,5415018
180,2043,132779817,66136603,66643214
